MONTH,TagName,Questions
"2020-07-01 00:00:00","matlab","310"
"2020-07-01 00:00:00","objective-c","288"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","rust","471"
"2020-07-01 00:00:00","scala","702"
"2020-07-01 00:00:00","shell","555"
"2020-08-01 00:00:00","assembly","265"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","haskell","193"
"2020-08-01 00:00:00","matlab","230"
"2020-08-01 00:00:00","objective-c","206"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","ruby","555"
"2020-08-01 00:00:00","rust","470"
"2020-08-01 00:00:00","scala","566"
"2020-08-01 00:00:00","shell","490"
"2020-09-01 00:00:00","assembly","302"
"2020-09-01 00:00:00","delphi","179"
"2020-09-01 00:00:00","haskell","195"
"2020-09-01 00:00:00","matlab","272"
"2020-09-01 00:00:00","objective-c","275"
"2020-09-01 00:00:00","perl","165"
"2020-09-01 00:00:00","ruby","549"
"2020-09-01 00:00:00","rust","460"
"2020-09-01 00:00:00","scala","599"
"2020-09-01 00:00:00","shell","524"
"2020-10-01 00:00:00","assembly","380"
"2020-10-01 00:00:00","delphi","193"
"2020-10-01 00:00:00","haskell","263"
"2020-10-01 00:00:00","matlab","356"
"2020-10-01 00:00:00","objective-c","295"
"2020-10-01 00:00:00","perl","174"
"2020-10-01 00:00:00","ruby","549"
"2020-10-01 00:00:00","rust","461"
"2020-10-01 00:00:00","scala","686"
"2020-10-01 00:00:00","shell","594"
"2020-11-01 00:00:00","assembly","411"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","haskell","288"
"2020-11-01 00:00:00","matlab","429"
"2020-11-01 00:00:00","objective-c","257"
"2020-11-01 00:00:00","perl","152"
"2020-11-01 00:00:00","ruby","585"
"2020-11-01 00:00:00","rust","393"
"2020-11-01 00:00:00","scala","534"
"2020-11-01 00:00:00","shell","562"
"2020-12-01 00:00:00","assembly","315"
"2020-12-01 00:00:00","delphi","212"
"2020-12-01 00:00:00","haskell","254"
"2020-12-01 00:00:00","matlab","363"
"2020-12-01 00:00:00","objective-c","203"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","559"
"2020-12-01 00:00:00","rust","504"
"2020-12-01 00:00:00","scala","510"
"2020-12-01 00:00:00","shell","519"
"2021-01-01 00:00:00","assembly","332"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","haskell","245"
"2021-01-01 00:00:00","matlab","371"
"2021-01-01 00:00:00","objective-c","194"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","ruby","588"
"2021-01-01 00:00:00","rust","523"
"2021-01-01 00:00:00","scala","494"
"2021-01-01 00:00:00","shell","523"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","delphi","202"
"2021-02-01 00:00:00","haskell","189"
"2021-02-01 00:00:00","matlab","355"
"2021-02-01 00:00:00","objective-c","237"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","ruby","603"
"2021-02-01 00:00:00","rust","453"
"2021-02-01 00:00:00","scala","541"
"2021-02-01 00:00:00","shell","566"
"2021-03-01 00:00:00","assembly","341"
"2021-03-01 00:00:00","delphi","270"
"2021-03-01 00:00:00","haskell","229"
"2021-03-01 00:00:00","matlab","376"
"2021-03-01 00:00:00","objective-c","232"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","ruby","569"
"2021-03-01 00:00:00","rust","598"
"2021-03-01 00:00:00","scala","643"
"2021-03-01 00:00:00","shell","532"
"2021-04-01 00:00:00","assembly","344"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","haskell","238"
"2021-04-01 00:00:00","matlab","380"
"2021-04-01 00:00:00","objective-c","227"
"2021-04-01 00:00:00","perl","143"
"2021-04-01 00:00:00","ruby","605"
"2021-04-01 00:00:00","rust","602"
"2021-04-01 00:00:00","scala","525"
"2021-04-01 00:00:00","shell","491"
"2021-05-01 00:00:00","assembly","327"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","haskell","263"
"2021-05-01 00:00:00","matlab","333"
"2021-05-01 00:00:00","objective-c","177"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","ruby","447"
"2021-05-01 00:00:00","rust","525"
"2021-05-01 00:00:00","scala","501"
"2021-05-01 00:00:00","shell","489"
"2021-06-01 00:00:00","assembly","285"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","haskell","185"
"2021-06-01 00:00:00","matlab","273"
"2021-06-01 00:00:00","objective-c","187"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","ruby","470"
"2021-06-01 00:00:00","rust","533"
"2021-06-01 00:00:00","scala","470"
"2021-06-01 00:00:00","shell","491"
"2021-07-01 00:00:00","assembly","200"
"2021-07-01 00:00:00","delphi","148"
"2021-07-01 00:00:00","haskell","156"
"2021-07-01 00:00:00","matlab","258"
"2021-07-01 00:00:00","objective-c","163"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","ruby","501"
"2021-07-01 00:00:00","rust","531"
"2021-07-01 00:00:00","scala","446"
"2021-07-01 00:00:00","shell","448"
"2021-08-01 00:00:00","assembly","181"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","haskell","158"
"2021-08-01 00:00:00","matlab","218"
"2021-08-01 00:00:00","objective-c","151"
"2021-08-01 00:00:00","perl","129"
"2021-08-01 00:00:00","ruby","520"
"2021-08-01 00:00:00","rust","505"
"2021-08-01 00:00:00","scala","464"
"2021-08-01 00:00:00","shell","471"
