MONTH,TagName,Questions
"2021-05-01 00:00:00","lisp","35"
"2021-05-01 00:00:00","lua","144"
"2021-05-01 00:00:00","pascal","22"
"2021-05-01 00:00:00","solidity","139"
"2021-06-01 00:00:00","apl","8"
"2021-06-01 00:00:00","clojure","34"
"2021-06-01 00:00:00","cobol","12"
"2021-06-01 00:00:00","crystal-lang","2"
"2021-06-01 00:00:00","elixir","48"
"2021-06-01 00:00:00","erlang","17"
"2021-06-01 00:00:00","f#","63"
"2021-06-01 00:00:00","fortran","79"
"2021-06-01 00:00:00","groovy","174"
"2021-06-01 00:00:00","julia","149"
"2021-06-01 00:00:00","lisp","56"
"2021-06-01 00:00:00","lua","139"
"2021-06-01 00:00:00","pascal","11"
"2021-06-01 00:00:00","solidity","174"
"2021-07-01 00:00:00","apl","1"
"2021-07-01 00:00:00","clojure","34"
"2021-07-01 00:00:00","cobol","7"
"2021-07-01 00:00:00","crystal-lang","4"
"2021-07-01 00:00:00","elixir","48"
"2021-07-01 00:00:00","erlang","21"
"2021-07-01 00:00:00","f#","44"
"2021-07-01 00:00:00","fortran","97"
"2021-07-01 00:00:00","groovy","176"
"2021-07-01 00:00:00","julia","198"
"2021-07-01 00:00:00","lisp","16"
"2021-07-01 00:00:00","lua","136"
"2021-07-01 00:00:00","pascal","2"
"2021-07-01 00:00:00","solidity","166"
"2021-08-01 00:00:00","apl","1"
"2021-08-01 00:00:00","clojure","40"
"2021-08-01 00:00:00","cobol","15"
"2021-08-01 00:00:00","crystal-lang","12"
"2021-08-01 00:00:00","elixir","47"
"2021-08-01 00:00:00","erlang","10"
"2021-08-01 00:00:00","f#","53"
"2021-08-01 00:00:00","fortran","70"
"2021-08-01 00:00:00","groovy","203"
"2021-08-01 00:00:00","julia","138"
"2021-08-01 00:00:00","lisp","8"
"2021-08-01 00:00:00","lua","141"
"2021-08-01 00:00:00","pascal","7"
"2021-08-01 00:00:00","solidity","173"
