MONTH,TagName,Questions
"2020-12-01 00:00:00","css","4785"
"2020-12-01 00:00:00","html","7215"
"2020-12-01 00:00:00","java","9338"
"2020-12-01 00:00:00","javascript","18506"
"2020-12-01 00:00:00","node.js","5513"
"2020-12-01 00:00:00","php","5542"
"2020-12-01 00:00:00","python","25513"
"2020-12-01 00:00:00","r","4994"
"2021-01-01 00:00:00","c#","6950"
"2021-01-01 00:00:00","c++","4521"
"2021-01-01 00:00:00","css","5001"
"2021-01-01 00:00:00","html","7396"
"2021-01-01 00:00:00","java","9571"
"2021-01-01 00:00:00","javascript","19576"
"2021-01-01 00:00:00","node.js","5685"
"2021-01-01 00:00:00","php","5661"
"2021-01-01 00:00:00","python","26399"
"2021-01-01 00:00:00","r","5046"
"2021-02-01 00:00:00","c#","6600"
"2021-02-01 00:00:00","c++","4470"
"2021-02-01 00:00:00","css","4668"
"2021-02-01 00:00:00","html","6718"
"2021-02-01 00:00:00","java","9176"
"2021-02-01 00:00:00","javascript","17984"
"2021-02-01 00:00:00","node.js","5286"
"2021-02-01 00:00:00","php","5256"
"2021-02-01 00:00:00","python","25010"
"2021-02-01 00:00:00","r","5039"
"2021-03-01 00:00:00","c#","7322"
"2021-03-01 00:00:00","c++","4726"
"2021-03-01 00:00:00","css","5256"
"2021-03-01 00:00:00","html","7668"
"2021-03-01 00:00:00","java","10446"
"2021-03-01 00:00:00","javascript","19836"
"2021-03-01 00:00:00","node.js","6056"
"2021-03-01 00:00:00","php","5593"
"2021-03-01 00:00:00","python","28200"
"2021-03-01 00:00:00","r","6088"
"2021-04-01 00:00:00","c#","6777"
"2021-04-01 00:00:00","c++","4351"
"2021-04-01 00:00:00","css","4854"
"2021-04-01 00:00:00","html","7170"
"2021-04-01 00:00:00","java","9531"
"2021-04-01 00:00:00","javascript","18692"
"2021-04-01 00:00:00","node.js","5541"
"2021-04-01 00:00:00","php","5120"
"2021-04-01 00:00:00","python","26563"
"2021-04-01 00:00:00","r","5615"
"2021-05-01 00:00:00","c#","6578"
"2021-05-01 00:00:00","c++","4603"
"2021-05-01 00:00:00","css","4672"
"2021-05-01 00:00:00","html","7058"
"2021-05-01 00:00:00","java","9720"
"2021-05-01 00:00:00","javascript","18486"
"2021-05-01 00:00:00","node.js","5779"
"2021-05-01 00:00:00","php","5098"
"2021-05-01 00:00:00","python","26138"
"2021-05-01 00:00:00","r","5404"
"2021-06-01 00:00:00","c#","6462"
"2021-06-01 00:00:00","c++","4197"
"2021-06-01 00:00:00","css","4560"
"2021-06-01 00:00:00","html","6720"
"2021-06-01 00:00:00","java","9264"
"2021-06-01 00:00:00","javascript","17737"
"2021-06-01 00:00:00","node.js","5243"
"2021-06-01 00:00:00","php","4902"
"2021-06-01 00:00:00","python","24643"
"2021-06-01 00:00:00","r","4958"
"2021-07-01 00:00:00","c#","5981"
"2021-07-01 00:00:00","c++","3822"
"2021-07-01 00:00:00","css","4811"
"2021-07-01 00:00:00","html","6910"
"2021-07-01 00:00:00","java","8423"
"2021-07-01 00:00:00","javascript","17516"
"2021-07-01 00:00:00","node.js","5220"
"2021-07-01 00:00:00","php","4669"
"2021-07-01 00:00:00","python","24302"
"2021-07-01 00:00:00","r","4694"
"2021-08-01 00:00:00","c#","6290"
"2021-08-01 00:00:00","c++","3768"
"2021-08-01 00:00:00","css","4811"
"2021-08-01 00:00:00","html","6810"
"2021-08-01 00:00:00","java","8518"
"2021-08-01 00:00:00","javascript","18004"
"2021-08-01 00:00:00","node.js","5206"
"2021-08-01 00:00:00","php","5163"
"2021-08-01 00:00:00","python","24431"
"2021-08-01 00:00:00","r","4712"
